"nomAlgo","k","dynamique","filePriorite","score","temps","nbVilles","contrainteAccessibilite"
"algorithmeParSoustraction",null,true,true,0.151,7.696,291,"true"
"algorithmeParSoustraction",null,false,false,0.155,19.125,291,"true"
"algorithmeParSoustraction",null,true,false,0.155,19.636,291,"true"
"algorithmeApproximationNaif",100,false,false,0.723,0.077,292,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.606,0.439,292,"true"
"algorithmeFilePriorite",null,false,true,0.466,0.473,292,"true"
"algorithmeParSoustraction",null,true,true,0.216,2.683,292,"true"
"algorithmeParSoustraction",null,false,false,0.219,10.644,292,"true"
"algorithmeParSoustraction",null,true,false,0.219,10.626,292,"true"
"algorithmeApproximationNaif",100,false,false,0.700,0.078,293,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.587,0.417,293,"true"
"algorithmeFilePriorite",null,false,true,0.437,0.707,293,"true"
"algorithmeParSoustraction",null,true,true,0.195,5.472,293,"true"
"algorithmeParSoustraction",null,false,false,0.188,1506.448,293,"true"
"algorithmeParSoustraction",null,true,false,0.188,2019.343,293,"true"
"algorithmeApproximationNaif",100,false,false,0.782,0.093,294,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.551,0.971,294,"true"
"algorithmeFilePriorite",null,false,true,0.456,0.567,294,"true"
"algorithmeParSoustraction",null,true,true,0.211,1.527,294,"true"
"algorithmeParSoustraction",null,false,false,0.224,2.263,294,"true"
"algorithmeParSoustraction",null,true,false,0.224,2.399,294,"true"
"algorithmeApproximationNaif",100,false,false,0.766,0.072,295,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.553,0.528,295,"true"
"algorithmeFilePriorite",null,false,true,0.712,0.628,295,"true"
"algorithmeParSoustraction",null,true,true,0.214,10.289,295,"true"
"algorithmeParSoustraction",null,false,false,0.210,38.079,295,"true"
"algorithmeParSoustraction",null,true,false,0.207,123.484,295,"true"
"algorithmeApproximationNaif",100,false,false,0.743,0.086,296,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.541,0.544,296,"true"
"algorithmeFilePriorite",null,false,true,0.689,1.098,296,"true"
"algorithmeParSoustraction",null,true,true,0.166,6.254,296,"true"
"algorithmeParSoustraction",null,false,false,0.162,193.478,296,"true"
"algorithmeParSoustraction",null,true,false,0.162,186.933,296,"true"
"algorithmeApproximationNaif",100,false,false,0.737,0.082,297,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.589,0.467,297,"true"
"algorithmeFilePriorite",null,false,true,0.657,0.685,297,"true"
"algorithmeParSoustraction",null,true,true,0.222,1.384,297,"true"
"algorithmeParSoustraction",null,false,false,0.209,12.369,297,"true"
"algorithmeParSoustraction",null,true,false,0.209,12.368,297,"true"
"algorithmeApproximationNaif",100,false,false,0.742,0.088,298,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.611,0.490,298,"true"
"algorithmeFilePriorite",null,false,true,0.537,0.548,298,"true"
"algorithmeParSoustraction",null,true,true,0.232,1.688,298,"true"
"algorithmeParSoustraction",null,false,false,0.238,1.628,298,"true"
"algorithmeParSoustraction",null,true,false,0.238,1.623,298,"true"
"algorithmeApproximationNaif",100,false,false,0.746,0.073,299,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.545,0.754,299,"true"
"algorithmeFilePriorite",null,false,true,0.602,0.921,299,"true"
"algorithmeParSoustraction",null,true,true,0.191,1.578,299,"true"
"algorithmeParSoustraction",null,false,false,0.187,7.759,299,"true"
"algorithmeParSoustraction",null,true,false,0.187,8.320,299,"true"
"algorithmeApproximationNaif",100,false,false,0.773,0.078,300,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.543,0.730,300,"true"
"algorithmeFilePriorite",null,false,true,0.583,0.687,300,"true"
"algorithmeParSoustraction",null,true,true,0.200,45.915,300,"true"
"algorithmeParSoustraction",null,false,false,0.197,97.592,300,"true"
"algorithmeParSoustraction",null,true,false,0.197,99.482,300,"true"
"algorithmeApproximationNaif",100,false,false,0.731,0.083,301,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.545,0.683,301,"true"
"algorithmeFilePriorite",null,false,true,0.631,0.663,301,"true"
"algorithmeParSoustraction",null,true,true,0.196,9.298,301,"true"
"algorithmeParSoustraction",null,false,false,0.219,12.620,301,"true"
"algorithmeParSoustraction",null,true,false,0.213,85.478,301,"true"
"algorithmeApproximationNaif",100,false,false,0.748,0.073,302,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.616,0.312,302,"true"
"algorithmeFilePriorite",null,false,true,0.606,0.702,302,"true"
"algorithmeParSoustraction",null,true,true,0.245,1.321,302,"true"
"algorithmeParSoustraction",null,false,false,0.238,5.422,302,"true"
"algorithmeParSoustraction",null,true,false,0.238,6.894,302,"true"
"algorithmeApproximationNaif",100,false,false,0.766,0.086,303,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.558,0.452,303,"true"
"algorithmeFilePriorite",null,false,true,0.653,1.213,303,"true"
"algorithmeParSoustraction",null,true,true,0.142,874.869,303,"true"
"algorithmeParSoustraction",null,false,false,0.145,6961.551,303,"true"
"algorithmeParSoustraction",null,true,false,0.145,7027.135,303,"true"
"algorithmeApproximationNaif",100,false,false,0.763,0.085,304,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.563,0.576,304,"true"
"algorithmeFilePriorite",null,false,true,0.734,0.873,304,"true"
"algorithmeParSoustraction",null,true,true,0.201,6.890,304,"true"
"algorithmeParSoustraction",null,false,false,0.197,33.078,304,"true"
"algorithmeParSoustraction",null,true,false,0.197,70.615,304,"true"
"algorithmeApproximationNaif",100,false,false,0.770,0.088,305,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.570,0.527,305,"true"
"algorithmeFilePriorite",null,false,true,0.807,0.567,305,"true"
"algorithmeParSoustraction",null,true,true,0.259,1.453,305,"true"
"algorithmeParSoustraction",null,false,false,0.239,3.419,305,"true"
"algorithmeParSoustraction",null,true,false,0.233,11.671,305,"true"
"algorithmeApproximationNaif",100,false,false,0.748,0.087,306,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.595,0.566,306,"true"
"algorithmeFilePriorite",null,false,true,0.497,0.662,306,"true"
"algorithmeParSoustraction",null,true,true,0.222,1.390,306,"true"
"algorithmeParSoustraction",null,false,false,0.232,2.092,306,"true"
"algorithmeParSoustraction",null,true,false,0.232,2.056,306,"true"
"algorithmeApproximationNaif",100,false,false,0.779,0.098,307,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.603,0.569,307,"true"
"algorithmeFilePriorite",null,false,true,0.697,0.650,307,"true"
"algorithmeParSoustraction",null,true,true,0.251,1.607,307,"true"
"algorithmeParSoustraction",null,false,false,0.257,2.064,307,"true"
"algorithmeParSoustraction",null,true,false,0.257,1.764,307,"true"
"algorithmeApproximationNaif",100,false,false,0.727,0.077,308,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.555,1.085,308,"true"
"algorithmeFilePriorite",null,false,true,0.610,0.718,308,"true"
"algorithmeParSoustraction",null,true,true,0.231,1.532,308,"true"
"algorithmeParSoustraction",null,false,false,0.237,1.571,308,"true"
"algorithmeParSoustraction",null,true,false,0.237,1.547,308,"true"
"algorithmeApproximationNaif",100,false,false,0.754,0.076,309,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.524,0.814,309,"true"
"algorithmeFilePriorite",null,false,true,0.469,0.791,309,"true"
"algorithmeParSoustraction",null,true,true,0.188,17.588,309,"true"
"algorithmeParSoustraction",null,false,false,0.184,754.504,309,"true"
"algorithmeParSoustraction",null,true,false,0.184,781.046,309,"true"
"algorithmeApproximationNaif",100,false,false,0.745,0.076,310,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.529,0.671,310,"true"
"algorithmeFilePriorite",null,false,true,0.755,0.853,310,"true"
"algorithmeParSoustraction",null,true,true,0.194,8.489,310,"true"
"algorithmeParSoustraction",null,false,false,0.190,309.107,310,"true"
"algorithmeParSoustraction",null,true,false,0.190,367.029,310,"true"
"algorithmeApproximationNaif",100,false,false,0.778,0.090,311,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.605,0.640,311,"true"
"algorithmeFilePriorite",null,false,true,0.714,0.765,311,"true"
"algorithmeParSoustraction",null,true,true,0.222,1.461,311,"true"
"algorithmeParSoustraction",null,false,false,0.228,2.240,311,"true"
"algorithmeParSoustraction",null,true,false,0.228,2.232,311,"true"
"algorithmeApproximationNaif",100,false,false,0.772,0.080,312,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.577,0.444,312,"true"
"algorithmeFilePriorite",null,false,true,0.571,0.552,312,"true"
"algorithmeParSoustraction",null,true,true,0.250,1.572,312,"true"
"algorithmeParSoustraction",null,false,false,0.228,11.263,312,"true"
"algorithmeParSoustraction",null,true,false,0.228,69.279,312,"true"
"algorithmeApproximationNaif",100,false,false,0.744,0.075,313,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.581,0.570,313,"true"
"algorithmeFilePriorite",null,false,true,0.604,0.541,313,"true"
"algorithmeParSoustraction",null,true,true,0.256,1.369,313,"true"
"algorithmeParSoustraction",null,false,false,0.262,1.747,313,"true"
"algorithmeParSoustraction",null,true,false,0.262,2.817,313,"true"
"algorithmeApproximationNaif",100,false,false,0.758,0.079,314,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.596,0.659,314,"true"
"algorithmeFilePriorite",null,false,true,0.573,0.610,314,"true"
"algorithmeParSoustraction",null,true,true,0.226,1.474,314,"true"
"algorithmeParSoustraction",null,false,false,0.232,17.709,314,"true"
"algorithmeParSoustraction",null,true,false,0.232,17.674,314,"true"
"algorithmeApproximationNaif",100,false,false,0.794,0.078,315,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.606,0.597,315,"true"
"algorithmeFilePriorite",null,false,true,0.625,0.753,315,"true"
"algorithmeParSoustraction",null,true,true,0.254,1.420,315,"true"
"algorithmeParSoustraction",null,false,false,0.241,9.226,315,"true"
"algorithmeParSoustraction",null,true,false,0.241,9.158,315,"true"
"algorithmeApproximationNaif",100,false,false,0.782,0.095,316,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.560,0.999,316,"true"
"algorithmeFilePriorite",null,false,true,0.497,0.763,316,"true"
"algorithmeParSoustraction",null,true,true,0.215,3.045,316,"true"
"algorithmeParSoustraction",null,false,false,0.218,10.162,316,"true"
"algorithmeParSoustraction",null,true,false,0.218,9.743,316,"true"
"algorithmeApproximationNaif",100,false,false,0.785,0.080,317,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.539,1.018,317,"true"
"algorithmeFilePriorite",null,false,true,0.744,0.904,317,"true"
"algorithmeParSoustraction",null,true,true,0.199,5.776,317,"true"
"algorithmeParSoustraction",null,false,false,0.199,45.989,317,"true"
"algorithmeParSoustraction",null,true,false,0.199,55.261,317,"true"
"algorithmeApproximationNaif",100,false,false,0.742,0.089,318,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.553,0.501,318,"true"
"algorithmeFilePriorite",null,false,true,0.396,0.865,318,"true"
"algorithmeParSoustraction",null,true,true,0.148,172.808,318,"true"
"algorithmeParSoustraction",null,false,false,0.154,1514.712,318,"true"
"algorithmeParSoustraction",null,true,false,0.154,1493.707,318,"true"
"algorithmeApproximationNaif",100,false,false,0.768,0.088,319,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.552,0.726,319,"true"
"algorithmeFilePriorite",null,false,true,0.395,0.640,319,"true"
"algorithmeParSoustraction",null,true,true,0.204,77.896,319,"true"
"algorithmeParSoustraction",null,false,false,0.216,15.231,319,"true"
"algorithmeParSoustraction",null,true,false,0.201,659.691,319,"true"
"algorithmeApproximationNaif",100,false,false,0.794,0.084,320,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.553,0.695,320,"true"
"algorithmeFilePriorite",null,false,true,0.481,0.934,320,"true"
"algorithmeParSoustraction",null,true,true,0.178,3.506,320,"true"
"algorithmeParSoustraction",null,false,false,0.169,43.760,320,"true"
"algorithmeParSoustraction",null,true,false,0.169,43.424,320,"true"
"algorithmeApproximationNaif",100,false,false,0.757,0.083,321,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.533,0.751,321,"true"
"algorithmeFilePriorite",null,false,true,0.757,1.020,321,"true"
"algorithmeParSoustraction",null,true,true,0.178,13.214,321,"true"
"algorithmeParSoustraction",null,false,false,0.181,200.319,321,"true"
"algorithmeParSoustraction",null,true,false,0.181,214.738,321,"true"
"algorithmeApproximationNaif",100,false,false,0.727,0.080,322,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.550,0.577,322,"true"
"algorithmeFilePriorite",null,false,true,0.578,0.830,322,"true"
"algorithmeParSoustraction",null,true,true,0.220,2.040,322,"true"
"algorithmeParSoustraction",null,false,false,0.220,9.972,322,"true"
"algorithmeParSoustraction",null,true,false,0.220,9.949,322,"true"
"algorithmeApproximationNaif",100,false,false,0.793,0.092,323,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.539,0.584,323,"true"
"algorithmeFilePriorite",null,false,true,0.421,0.762,323,"true"
"algorithmeParSoustraction",null,true,true,0.186,2.714,323,"true"
"algorithmeParSoustraction",null,false,false,0.183,60.348,323,"true"
"algorithmeParSoustraction",null,true,false,0.183,61.033,323,"true"
"algorithmeApproximationNaif",100,false,false,0.747,0.071,324,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.602,0.570,324,"true"
"algorithmeFilePriorite",null,false,true,0.602,0.627,324,"true"
"algorithmeParSoustraction",null,true,true,0.241,1.496,324,"true"
"algorithmeParSoustraction",null,false,false,0.244,2.011,324,"true"
"algorithmeParSoustraction",null,true,false,0.244,1.961,324,"true"
"algorithmeApproximationNaif",100,false,false,0.778,0.097,325,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.594,0.774,325,"true"
"algorithmeFilePriorite",null,false,true,0.409,0.867,325,"true"
"algorithmeParSoustraction",null,true,true,0.178,104.201,325,"true"
"algorithmeParSoustraction",null,false,false,0.172,1235.158,325,"true"
"algorithmeParSoustraction",null,true,false,0.172,2488.840,325,"true"
"algorithmeApproximationNaif",100,false,false,0.755,0.085,326,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.503,1.005,326,"true"
"algorithmeFilePriorite",null,false,true,0.715,1.290,326,"true"
"algorithmeParSoustraction",null,true,true,0.160,372.214,326,"true"
"algorithmeParSoustraction",null,false,false,0.156,6139.455,326,"true"
"algorithmeParSoustraction",null,true,false,0.156,6158.903,326,"true"
"algorithmeApproximationNaif",100,false,false,0.774,0.082,327,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.575,0.664,327,"true"
"algorithmeFilePriorite",null,false,true,0.722,0.630,327,"true"
"algorithmeParSoustraction",null,true,true,0.223,1.763,327,"true"
"algorithmeParSoustraction",null,false,false,0.232,6.764,327,"true"
"algorithmeParSoustraction",null,true,false,0.232,6.437,327,"true"
"algorithmeApproximationNaif",100,false,false,0.787,0.078,328,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.524,0.814,328,"true"
"algorithmeFilePriorite",null,false,true,0.652,0.772,328,"true"
"algorithmeParSoustraction",null,true,true,0.204,2.047,328,"true"
"algorithmeParSoustraction",null,false,false,0.204,4.397,328,"true"
"algorithmeParSoustraction",null,true,false,0.204,4.323,328,"true"
"algorithmeApproximationNaif",100,false,false,0.781,0.076,329,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.574,0.703,329,"true"
"algorithmeFilePriorite",null,false,true,0.720,0.700,329,"true"
"algorithmeParSoustraction",null,true,true,0.252,1.505,329,"true"
"algorithmeParSoustraction",null,false,false,0.246,6.382,329,"true"
"algorithmeParSoustraction",null,true,false,0.246,17.297,329,"true"
"algorithmeApproximationNaif",100,false,false,0.776,0.075,330,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.552,0.937,330,"true"
"algorithmeFilePriorite",null,false,true,0.685,0.571,330,"true"
"algorithmeParSoustraction",null,true,true,0.261,1.456,330,"true"
"algorithmeParSoustraction",null,false,false,0.267,6.167,330,"true"
"algorithmeParSoustraction",null,true,false,0.264,8.376,330,"true"
"algorithmeApproximationNaif",100,false,false,0.779,0.091,331,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.592,0.661,331,"true"
"algorithmeFilePriorite",null,false,true,0.538,0.672,331,"true"
"algorithmeParSoustraction",null,true,true,0.224,1.604,331,"true"
"algorithmeParSoustraction",null,false,false,0.218,22.796,331,"true"
"algorithmeParSoustraction",null,true,false,0.218,23.458,331,"true"
"algorithmeApproximationNaif",100,false,false,0.795,0.084,332,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.630,0.420,332,"true"
"algorithmeFilePriorite",null,false,true,0.551,0.987,332,"true"
"algorithmeParSoustraction",null,true,true,0.187,3.212,332,"true"
"algorithmeParSoustraction",null,false,false,0.193,10.769,332,"true"
"algorithmeParSoustraction",null,true,false,0.193,11.019,332,"true"
"algorithmeApproximationNaif",100,false,false,0.757,0.089,333,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.559,0.848,333,"true"
"algorithmeFilePriorite",null,false,true,0.664,0.773,333,"true"
"algorithmeParSoustraction",null,true,true,0.222,1.808,333,"true"
"algorithmeParSoustraction",null,false,false,0.213,31.940,333,"true"
"algorithmeParSoustraction",null,true,false,0.213,31.831,333,"true"
"algorithmeApproximationNaif",100,false,false,0.751,0.095,334,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.566,0.738,334,"true"
"algorithmeFilePriorite",null,false,true,0.401,0.812,334,"true"
"algorithmeParSoustraction",null,true,true,0.210,1.773,334,"true"
"algorithmeParSoustraction",null,false,false,0.210,42.878,334,"true"
"algorithmeParSoustraction",null,true,false,0.210,42.846,334,"true"
"algorithmeApproximationNaif",100,false,false,0.797,0.080,335,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.564,0.800,335,"true"
"algorithmeFilePriorite",null,false,true,0.758,0.678,335,"true"
"algorithmeParSoustraction",null,true,true,0.221,1.650,335,"true"
"algorithmeParSoustraction",null,false,false,0.230,2.631,335,"true"
"algorithmeParSoustraction",null,true,false,0.230,3.903,335,"true"
"algorithmeApproximationNaif",100,false,false,0.786,0.083,336,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.580,0.666,336,"true"
"algorithmeFilePriorite",null,false,true,0.842,0.939,336,"true"
"algorithmeParSoustraction",null,true,true,0.220,16.664,336,"true"
"algorithmeParSoustraction",null,false,false,0.220,47.426,336,"true"
"algorithmeParSoustraction",null,true,false,0.220,211.139,336,"true"
"algorithmeApproximationNaif",100,false,false,0.769,0.107,337,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.546,0.771,337,"true"
"algorithmeFilePriorite",null,false,true,0.644,0.804,337,"true"
"algorithmeParSoustraction",null,true,true,0.228,1.658,337,"true"
"algorithmeParSoustraction",null,false,false,0.226,4.533,337,"true"
"algorithmeParSoustraction",null,true,false,0.226,4.538,337,"true"
"algorithmeApproximationNaif",100,false,false,0.781,0.084,338,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.586,0.831,338,"true"
"algorithmeFilePriorite",null,false,true,0.538,0.621,338,"true"
"algorithmeParSoustraction",null,true,true,0.231,1.596,338,"true"
"algorithmeParSoustraction",null,false,false,0.240,14.024,338,"true"
"algorithmeParSoustraction",null,true,false,0.240,14.477,338,"true"
"algorithmeApproximationNaif",100,false,false,0.794,0.079,339,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.499,1.115,339,"true"
"algorithmeFilePriorite",null,false,true,0.451,0.807,339,"true"
"algorithmeParSoustraction",null,true,true,0.215,2.508,339,"true"
"algorithmeParSoustraction",null,false,false,0.218,5.813,339,"true"
"algorithmeParSoustraction",null,true,false,0.218,6.217,339,"true"
"algorithmeApproximationNaif",100,false,false,0.779,0.102,340,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.624,0.421,340,"true"
"algorithmeFilePriorite",null,false,true,0.856,1.357,340,"true"
"algorithmeParSoustraction",null,true,true,0.179,37.383,340,"true"
"algorithmeParSoustraction",null,false,false,0.174,379.063,340,"true"
"algorithmeParSoustraction",null,true,false,0.174,377.770,340,"true"
"algorithmeApproximationNaif",100,false,false,0.795,0.087,341,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.569,0.801,341,"true"
"algorithmeFilePriorite",null,false,true,0.733,1.059,341,"true"
"algorithmeParSoustraction",null,true,true,0.202,2.066,341,"true"
"algorithmeParSoustraction",null,false,false,0.191,19.665,341,"true"
"algorithmeParSoustraction",null,true,false,0.191,37.996,341,"true"
"algorithmeApproximationNaif",100,false,false,0.778,0.084,342,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.541,1.010,342,"true"
"algorithmeFilePriorite",null,false,true,0.523,0.758,342,"true"
"algorithmeParSoustraction",null,true,true,0.211,1.958,342,"true"
"algorithmeParSoustraction",null,false,false,0.213,32.537,342,"true"
"algorithmeParSoustraction",null,true,false,0.202,274.168,342,"true"
"algorithmeApproximationNaif",100,false,false,0.755,0.080,343,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.609,0.706,343,"true"
"algorithmeFilePriorite",null,false,true,0.589,0.692,343,"true"
"algorithmeParSoustraction",null,true,true,0.233,1.635,343,"true"
"algorithmeParSoustraction",null,false,false,0.236,21.210,343,"true"
"algorithmeParSoustraction",null,true,false,0.236,21.605,343,"true"
"algorithmeApproximationNaif",100,false,false,0.785,0.099,344,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.564,0.748,344,"true"
"algorithmeFilePriorite",null,false,true,0.541,0.767,344,"true"
"algorithmeParSoustraction",null,true,true,0.203,3.860,344,"true"
"algorithmeParSoustraction",null,false,false,0.206,20.832,344,"true"
"algorithmeParSoustraction",null,true,false,0.198,36.076,344,"true"
"algorithmeApproximationNaif",100,false,false,0.762,0.080,345,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.533,1.028,345,"true"
"algorithmeFilePriorite",null,false,true,0.667,0.990,345,"true"
"algorithmeParSoustraction",null,true,true,0.220,1.870,345,"true"
"algorithmeParSoustraction",null,false,false,0.232,2.016,345,"true"
"algorithmeParSoustraction",null,true,false,0.232,2.016,345,"true"
"algorithmeApproximationNaif",100,false,false,0.783,0.096,346,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.578,0.648,346,"true"
"algorithmeFilePriorite",null,false,true,0.592,0.612,346,"true"
"algorithmeParSoustraction",null,true,true,0.220,3.815,346,"true"
"algorithmeParSoustraction",null,false,false,0.225,13.461,346,"true"
"algorithmeParSoustraction",null,true,false,0.225,12.562,346,"true"
"algorithmeApproximationNaif",100,false,false,0.781,0.092,347,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.516,0.798,347,"true"
"algorithmeFilePriorite",null,false,true,0.470,1.267,347,"true"
"algorithmeParSoustraction",null,true,true,0.159,19.882,347,"true"
"algorithmeParSoustraction",null,false,false,0.153,212.491,347,"true"
"algorithmeParSoustraction",null,true,false,0.153,211.996,347,"true"
"algorithmeApproximationNaif",100,false,false,0.810,0.090,348,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.532,0.673,348,"true"
"algorithmeFilePriorite",null,false,true,0.649,1.161,348,"true"
"algorithmeParSoustraction",null,true,true,0.213,2.081,348,"true"
"algorithmeParSoustraction",null,false,false,0.201,80.892,348,"true"
"algorithmeParSoustraction",null,true,false,0.201,80.895,348,"true"
"algorithmeApproximationNaif",100,false,false,0.785,0.093,349,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.596,0.691,349,"true"
"algorithmeFilePriorite",null,false,true,0.562,0.670,349,"true"
"algorithmeParSoustraction",null,true,true,0.218,1.853,349,"true"
"algorithmeParSoustraction",null,false,false,0.226,3.898,349,"true"
"algorithmeParSoustraction",null,true,false,0.221,5.844,349,"true"
"algorithmeApproximationNaif",100,false,false,0.794,0.089,350,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.517,1.086,350,"true"
"algorithmeFilePriorite",null,false,true,0.651,0.951,350,"true"
"algorithmeParSoustraction",null,true,true,0.214,3.897,350,"true"
"algorithmeParSoustraction",null,false,false,0.209,388.726,350,"true"
"algorithmeParSoustraction",null,true,false,0.209,630.095,350,"true"
"algorithmeApproximationNaif",100,false,false,0.789,0.088,351,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.575,1.024,351,"true"
"algorithmeFilePriorite",null,false,true,0.601,0.951,351,"true"
"algorithmeParSoustraction",null,true,true,0.182,10.248,351,"true"
"algorithmeParSoustraction",null,false,false,0.177,27664.414,351,"true"
"algorithmeParSoustraction",null,true,false,0.177,27410.487,351,"true"
"algorithmeApproximationNaif",100,false,false,0.764,0.090,352,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.577,1.029,352,"true"
"algorithmeFilePriorite",null,false,true,0.864,0.869,352,"true"
"algorithmeParSoustraction",null,true,true,0.239,1.803,352,"true"
"algorithmeParSoustraction",null,false,false,0.236,3.720,352,"true"
"algorithmeParSoustraction",null,true,false,0.236,3.691,352,"true"
"algorithmeApproximationNaif",100,false,false,0.796,0.083,353,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.615,0.578,353,"true"
"algorithmeFilePriorite",null,false,true,0.615,0.597,353,"true"
"algorithmeParSoustraction",null,true,true,0.261,1.803,353,"true"
"algorithmeParSoustraction",null,false,false,0.272,4.152,353,"true"
"algorithmeParSoustraction",null,true,false,0.272,3.817,353,"true"
"algorithmeApproximationNaif",100,false,false,0.808,0.087,354,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.534,0.913,354,"true"
"algorithmeFilePriorite",null,false,true,0.421,1.043,354,"true"
"algorithmeParSoustraction",null,true,true,0.167,690.679,354,"true"
"algorithmeParSoustraction",null,false,false,0.175,37.714,354,"true"
"algorithmeParSoustraction",null,true,false,0.175,34.492,354,"true"
"algorithmeApproximationNaif",100,false,false,0.797,0.140,355,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.586,1.168,355,"true"
"algorithmeFilePriorite",null,false,true,0.901,0.822,355,"true"
"algorithmeParSoustraction",null,true,true,0.251,1.762,355,"true"
"algorithmeParSoustraction",null,false,false,0.248,8.132,355,"true"
"algorithmeParSoustraction",null,true,false,0.248,7.724,355,"true"
"algorithmeApproximationNaif",100,false,false,0.784,0.111,356,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.581,0.902,356,"true"
"algorithmeFilePriorite",null,false,true,0.671,0.880,356,"true"
"algorithmeParSoustraction",null,true,true,0.228,1.888,356,"true"
"algorithmeParSoustraction",null,false,false,0.219,43.965,356,"true"
"algorithmeParSoustraction",null,true,false,0.219,74.333,356,"true"
"algorithmeApproximationNaif",100,false,false,0.776,0.086,357,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.518,0.709,357,"true"
"algorithmeFilePriorite",null,false,true,0.507,0.855,357,"true"
"algorithmeParSoustraction",null,true,true,0.216,1.955,357,"true"
"algorithmeParSoustraction",null,false,false,0.199,27.308,357,"true"
"algorithmeParSoustraction",null,true,false,0.199,26.694,357,"true"
"algorithmeApproximationNaif",100,false,false,0.771,0.094,358,"true"
