"nomAlgo","k","dynamique","filePriorite","score","temps","nbVilles","contrainteAccessibilite"
"algorithmeApproximationNaif",100,false,false,1.000,1.041,2,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,1.000,0.402,2,"true"
"algorithmeFilePriorite",null,false,true,0.500,2.636,2,"true"
"algorithmeParSoustraction",null,true,true,0.500,0.766,2,"true"
"algorithmeParSoustraction",null,false,false,0.500,0.040,2,"true"
"algorithmeParSoustraction",null,true,false,0.500,0.036,2,"true"
"algorithmeApproximationNaif",100,false,false,0.667,0.179,3,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.667,0.226,3,"true"
"algorithmeFilePriorite",null,false,true,0.333,0.010,3,"true"
"algorithmeParSoustraction",null,true,true,0.333,0.039,3,"true"
"algorithmeParSoustraction",null,false,false,0.333,0.030,3,"true"
"algorithmeParSoustraction",null,true,false,0.333,0.028,3,"true"
"algorithmeApproximationNaif",100,false,false,0.750,0.220,4,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.750,0.404,4,"true"
"algorithmeFilePriorite",null,false,true,0.250,0.036,4,"true"
"algorithmeParSoustraction",null,true,true,0.250,0.089,4,"true"
"algorithmeParSoustraction",null,false,false,0.250,0.058,4,"true"
"algorithmeParSoustraction",null,true,false,0.250,0.077,4,"true"
"algorithmeApproximationNaif",100,false,false,0.400,0.288,5,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.400,0.373,5,"true"
"algorithmeFilePriorite",null,false,true,0.200,0.011,5,"true"
"algorithmeParSoustraction",null,true,true,0.200,0.069,5,"true"
"algorithmeParSoustraction",null,false,false,0.200,0.057,5,"true"
"algorithmeParSoustraction",null,true,false,0.200,0.060,5,"true"
"algorithmeApproximationNaif",100,false,false,0.667,0.147,6,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.833,0.369,6,"true"
"algorithmeFilePriorite",null,false,true,0.333,0.070,6,"true"
"algorithmeParSoustraction",null,true,true,0.333,0.083,6,"true"
"algorithmeParSoustraction",null,false,false,0.333,0.056,6,"true"
"algorithmeParSoustraction",null,true,false,0.333,0.062,6,"true"
"algorithmeApproximationNaif",100,false,false,0.571,0.213,7,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,1.000,0.306,7,"true"
"algorithmeFilePriorite",null,false,true,0.429,0.020,7,"true"
"algorithmeParSoustraction",null,true,true,0.571,0.191,7,"true"
"algorithmeParSoustraction",null,false,false,0.571,0.124,7,"true"
"algorithmeParSoustraction",null,true,false,0.571,0.141,7,"true"
"algorithmeApproximationNaif",100,false,false,0.625,0.113,8,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.875,0.184,8,"true"
"algorithmeFilePriorite",null,false,true,0.375,0.033,8,"true"
"algorithmeParSoustraction",null,true,true,0.375,0.078,8,"true"
"algorithmeParSoustraction",null,false,false,0.375,0.112,8,"true"
"algorithmeParSoustraction",null,true,false,0.375,0.097,8,"true"
"algorithmeApproximationNaif",100,false,false,0.556,0.084,9,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.444,0.101,9,"true"
"algorithmeFilePriorite",null,false,true,0.222,0.046,9,"true"
"algorithmeParSoustraction",null,true,true,0.222,0.854,9,"true"
"algorithmeParSoustraction",null,false,false,0.222,0.107,9,"true"
"algorithmeParSoustraction",null,true,false,0.222,0.128,9,"true"
"algorithmeApproximationNaif",100,false,false,0.700,0.116,10,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.600,0.252,10,"true"
"algorithmeFilePriorite",null,false,true,0.300,0.068,10,"true"
"algorithmeParSoustraction",null,true,true,0.400,0.091,10,"true"
"algorithmeParSoustraction",null,false,false,0.400,0.078,10,"true"
"algorithmeParSoustraction",null,true,false,0.400,0.072,10,"true"
"algorithmeApproximationNaif",100,false,false,0.364,0.151,11,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.636,0.226,11,"true"
"algorithmeFilePriorite",null,false,true,0.364,0.113,11,"true"
"algorithmeParSoustraction",null,true,true,0.364,0.120,11,"true"
"algorithmeParSoustraction",null,false,false,0.364,0.138,11,"true"
"algorithmeParSoustraction",null,true,false,0.364,0.211,11,"true"
"algorithmeApproximationNaif",100,false,false,0.667,0.150,12,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.667,0.301,12,"true"
"algorithmeFilePriorite",null,false,true,0.417,0.061,12,"true"
"algorithmeParSoustraction",null,true,true,0.417,0.145,12,"true"
"algorithmeParSoustraction",null,false,false,0.417,0.092,12,"true"
"algorithmeParSoustraction",null,true,false,0.417,0.090,12,"true"
"algorithmeApproximationNaif",100,false,false,0.692,0.148,13,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.615,0.195,13,"true"
"algorithmeFilePriorite",null,false,true,0.308,0.194,13,"true"
"algorithmeParSoustraction",null,true,true,0.231,0.110,13,"true"
"algorithmeParSoustraction",null,false,false,0.231,0.129,13,"true"
"algorithmeParSoustraction",null,true,false,0.231,0.247,13,"true"
"algorithmeApproximationNaif",100,false,false,0.500,0.164,14,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.643,0.465,14,"true"
"algorithmeFilePriorite",null,false,true,0.214,0.079,14,"true"
"algorithmeParSoustraction",null,true,true,0.286,0.158,14,"true"
"algorithmeParSoustraction",null,false,false,0.286,0.156,14,"true"
"algorithmeParSoustraction",null,true,false,0.286,0.178,14,"true"
"algorithmeApproximationNaif",100,false,false,0.600,0.167,15,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.600,0.328,15,"true"
"algorithmeFilePriorite",null,false,true,0.333,0.052,15,"true"
"algorithmeParSoustraction",null,true,true,0.400,0.162,15,"true"
"algorithmeParSoustraction",null,false,false,0.400,0.185,15,"true"
"algorithmeParSoustraction",null,true,false,0.400,0.147,15,"true"
"algorithmeApproximationNaif",100,false,false,0.563,0.196,16,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.688,0.217,16,"true"
"algorithmeFilePriorite",null,false,true,0.188,0.110,16,"true"
"algorithmeParSoustraction",null,true,true,0.313,0.146,16,"true"
"algorithmeParSoustraction",null,false,false,0.313,0.165,16,"true"
"algorithmeParSoustraction",null,true,false,0.313,0.305,16,"true"
"algorithmeApproximationNaif",100,false,false,0.647,0.147,17,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.588,0.375,17,"true"
"algorithmeFilePriorite",null,false,true,0.353,0.095,17,"true"
"algorithmeParSoustraction",null,true,true,0.294,0.143,17,"true"
"algorithmeParSoustraction",null,false,false,0.294,0.133,17,"true"
"algorithmeParSoustraction",null,true,false,0.294,0.143,17,"true"
"algorithmeApproximationNaif",100,false,false,0.611,0.130,18,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.556,0.246,18,"true"
"algorithmeFilePriorite",null,false,true,0.278,0.164,18,"true"
"algorithmeParSoustraction",null,true,true,0.278,0.218,18,"true"
"algorithmeParSoustraction",null,false,false,0.278,0.131,18,"true"
"algorithmeParSoustraction",null,true,false,0.278,0.127,18,"true"
"algorithmeApproximationNaif",100,false,false,0.579,0.163,19,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.579,0.224,19,"true"
"algorithmeFilePriorite",null,false,true,0.211,0.217,19,"true"
"algorithmeParSoustraction",null,true,true,0.263,0.167,19,"true"
"algorithmeParSoustraction",null,false,false,0.263,0.156,19,"true"
"algorithmeParSoustraction",null,true,false,0.263,0.157,19,"true"
"algorithmeApproximationNaif",100,false,false,0.550,0.169,20,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.550,0.282,20,"true"
"algorithmeFilePriorite",null,false,true,0.400,0.086,20,"true"
"algorithmeParSoustraction",null,true,true,0.300,0.136,20,"true"
"algorithmeParSoustraction",null,false,false,0.350,0.113,20,"true"
"algorithmeParSoustraction",null,true,false,0.350,0.093,20,"true"
"algorithmeApproximationNaif",100,false,false,0.571,0.170,21,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.619,0.361,21,"true"
"algorithmeFilePriorite",null,false,true,0.429,0.230,21,"true"
"algorithmeParSoustraction",null,true,true,0.190,0.225,21,"true"
"algorithmeParSoustraction",null,false,false,0.190,0.171,21,"true"
"algorithmeParSoustraction",null,true,false,0.190,0.183,21,"true"
"algorithmeApproximationNaif",100,false,false,0.591,0.194,22,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.636,0.299,22,"true"
"algorithmeFilePriorite",null,false,true,0.545,0.191,22,"true"
"algorithmeParSoustraction",null,true,true,0.227,0.135,22,"true"
"algorithmeParSoustraction",null,false,false,0.227,0.201,22,"true"
"algorithmeParSoustraction",null,true,false,0.227,0.194,22,"true"
"algorithmeApproximationNaif",100,false,false,0.522,0.191,23,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.609,0.491,23,"true"
"algorithmeFilePriorite",null,false,true,0.304,0.058,23,"true"
"algorithmeParSoustraction",null,true,true,0.348,0.231,23,"true"
"algorithmeParSoustraction",null,false,false,0.348,0.157,23,"true"
"algorithmeParSoustraction",null,true,false,0.348,0.183,23,"true"
"algorithmeApproximationNaif",100,false,false,0.708,0.175,24,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.708,0.254,24,"true"
"algorithmeFilePriorite",null,false,true,0.333,0.047,24,"true"
"algorithmeParSoustraction",null,true,true,0.375,0.122,24,"true"
"algorithmeParSoustraction",null,false,false,0.375,0.191,24,"true"
"algorithmeParSoustraction",null,true,false,0.375,0.193,24,"true"
"algorithmeApproximationNaif",100,false,false,0.520,0.088,25,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.560,0.253,25,"true"
"algorithmeFilePriorite",null,false,true,0.320,0.069,25,"true"
"algorithmeParSoustraction",null,true,true,0.360,0.144,25,"true"
"algorithmeParSoustraction",null,false,false,0.360,0.175,25,"true"
"algorithmeParSoustraction",null,true,false,0.360,0.168,25,"true"
"algorithmeApproximationNaif",100,false,false,0.654,0.098,26,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.654,0.199,26,"true"
"algorithmeFilePriorite",null,false,true,0.269,0.118,26,"true"
"algorithmeParSoustraction",null,true,true,0.308,0.197,26,"true"
"algorithmeParSoustraction",null,false,false,0.308,0.229,26,"true"
"algorithmeParSoustraction",null,true,false,0.308,0.212,26,"true"
"algorithmeApproximationNaif",100,false,false,0.556,0.094,27,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.519,0.184,27,"true"
"algorithmeFilePriorite",null,false,true,0.185,0.150,27,"true"
"algorithmeParSoustraction",null,true,true,0.185,0.345,27,"true"
"algorithmeParSoustraction",null,false,false,0.185,0.280,27,"true"
"algorithmeParSoustraction",null,true,false,0.185,0.242,27,"true"
"algorithmeApproximationNaif",100,false,false,0.643,0.106,28,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.679,0.169,28,"true"
"algorithmeFilePriorite",null,false,true,0.321,0.055,28,"true"
"algorithmeParSoustraction",null,true,true,0.393,0.155,28,"true"
"algorithmeParSoustraction",null,false,false,0.393,0.140,28,"true"
"algorithmeParSoustraction",null,true,false,0.393,0.196,28,"true"
"algorithmeApproximationNaif",100,false,false,0.552,0.159,29,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.483,0.236,29,"true"
"algorithmeFilePriorite",null,false,true,0.379,0.118,29,"true"
"algorithmeParSoustraction",null,true,true,0.310,0.216,29,"true"
"algorithmeParSoustraction",null,false,false,0.345,0.174,29,"true"
"algorithmeParSoustraction",null,true,false,0.345,0.187,29,"true"
"algorithmeApproximationNaif",100,false,false,0.533,0.079,30,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.633,0.111,30,"true"
"algorithmeFilePriorite",null,false,true,0.367,0.180,30,"true"
"algorithmeParSoustraction",null,true,true,0.233,0.361,30,"true"
"algorithmeParSoustraction",null,false,false,0.233,0.204,30,"true"
"algorithmeParSoustraction",null,true,false,0.233,0.306,30,"true"
"algorithmeApproximationNaif",100,false,false,0.581,0.118,31,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.548,0.116,31,"true"
"algorithmeFilePriorite",null,false,true,0.226,0.134,31,"true"
"algorithmeParSoustraction",null,true,true,0.226,0.220,31,"true"
"algorithmeParSoustraction",null,false,false,0.258,0.242,31,"true"
"algorithmeParSoustraction",null,true,false,0.258,0.170,31,"true"
"algorithmeApproximationNaif",100,false,false,0.563,0.095,32,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.563,0.218,32,"true"
"algorithmeFilePriorite",null,false,true,0.313,0.161,32,"true"
"algorithmeParSoustraction",null,true,true,0.219,0.172,32,"true"
"algorithmeParSoustraction",null,false,false,0.219,0.211,32,"true"
"algorithmeParSoustraction",null,true,false,0.219,0.342,32,"true"
"algorithmeApproximationNaif",100,false,false,0.576,0.099,33,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.455,0.142,33,"true"
"algorithmeFilePriorite",null,false,true,0.394,0.210,33,"true"
"algorithmeParSoustraction",null,true,true,0.152,0.170,33,"true"
"algorithmeParSoustraction",null,false,false,0.212,0.268,33,"true"
"algorithmeParSoustraction",null,true,false,0.212,0.299,33,"true"
"algorithmeApproximationNaif",100,false,false,0.706,0.095,34,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.559,0.251,34,"true"
"algorithmeFilePriorite",null,false,true,0.265,0.140,34,"true"
"algorithmeParSoustraction",null,true,true,0.294,0.225,34,"true"
"algorithmeParSoustraction",null,false,false,0.294,0.312,34,"true"
"algorithmeParSoustraction",null,true,false,0.294,0.496,34,"true"
"algorithmeApproximationNaif",100,false,false,0.543,0.135,35,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.629,0.106,35,"true"
"algorithmeFilePriorite",null,false,true,0.314,0.141,35,"true"
"algorithmeParSoustraction",null,true,true,0.343,0.301,35,"true"
"algorithmeParSoustraction",null,false,false,0.343,0.269,35,"true"
"algorithmeParSoustraction",null,true,false,0.343,0.427,35,"true"
"algorithmeApproximationNaif",100,false,false,0.611,0.102,36,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.556,0.124,36,"true"
"algorithmeFilePriorite",null,false,true,0.333,0.170,36,"true"
"algorithmeParSoustraction",null,true,true,0.306,0.266,36,"true"
"algorithmeParSoustraction",null,false,false,0.278,0.204,36,"true"
"algorithmeParSoustraction",null,true,false,0.278,0.205,36,"true"
"algorithmeApproximationNaif",100,false,false,0.432,0.102,37,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.649,0.095,37,"true"
"algorithmeFilePriorite",null,false,true,0.351,0.197,37,"true"
"algorithmeParSoustraction",null,true,true,0.216,0.294,37,"true"
"algorithmeParSoustraction",null,false,false,0.216,0.239,37,"true"
"algorithmeParSoustraction",null,true,false,0.216,0.227,37,"true"
"algorithmeApproximationNaif",100,false,false,0.474,0.082,38,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.579,0.202,38,"true"
"algorithmeFilePriorite",null,false,true,0.632,0.236,38,"true"
"algorithmeParSoustraction",null,true,true,0.263,0.170,38,"true"
"algorithmeParSoustraction",null,false,false,0.316,0.246,38,"true"
"algorithmeParSoustraction",null,true,false,0.289,0.441,38,"true"
"algorithmeApproximationNaif",100,false,false,0.513,0.097,39,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.667,0.173,39,"true"
"algorithmeFilePriorite",null,false,true,0.154,0.311,39,"true"
"algorithmeParSoustraction",null,true,true,0.154,0.685,39,"true"
"algorithmeParSoustraction",null,false,false,0.205,0.217,39,"true"
"algorithmeParSoustraction",null,true,false,0.154,0.531,39,"true"
"algorithmeApproximationNaif",100,false,false,0.425,0.070,40,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.600,0.145,40,"true"
"algorithmeFilePriorite",null,false,true,0.325,0.159,40,"true"
"algorithmeParSoustraction",null,true,true,0.275,0.241,40,"true"
"algorithmeParSoustraction",null,false,false,0.250,0.284,40,"true"
"algorithmeParSoustraction",null,true,false,0.250,0.361,40,"true"
"algorithmeApproximationNaif",100,false,false,0.683,0.058,41,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.561,0.124,41,"true"
"algorithmeFilePriorite",null,false,true,0.463,0.106,41,"true"
"algorithmeParSoustraction",null,true,true,0.268,0.178,41,"true"
"algorithmeParSoustraction",null,false,false,0.268,0.173,41,"true"
"algorithmeParSoustraction",null,true,false,0.268,0.171,41,"true"
"algorithmeApproximationNaif",100,false,false,0.571,0.084,42,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.571,0.167,42,"true"
"algorithmeFilePriorite",null,false,true,0.405,0.133,42,"true"
"algorithmeParSoustraction",null,true,true,0.238,0.175,42,"true"
"algorithmeParSoustraction",null,false,false,0.238,0.206,42,"true"
"algorithmeParSoustraction",null,true,false,0.238,0.201,42,"true"
"algorithmeApproximationNaif",100,false,false,0.512,0.071,43,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.465,0.123,43,"true"
"algorithmeFilePriorite",null,false,true,0.326,0.121,43,"true"
"algorithmeParSoustraction",null,true,true,0.256,0.326,43,"true"
"algorithmeParSoustraction",null,false,false,0.279,0.239,43,"true"
"algorithmeParSoustraction",null,true,false,0.279,0.266,43,"true"
"algorithmeApproximationNaif",100,false,false,0.636,0.120,44,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.591,0.224,44,"true"
"algorithmeFilePriorite",null,false,true,0.477,0.070,44,"true"
"algorithmeParSoustraction",null,true,true,0.341,0.194,44,"true"
"algorithmeParSoustraction",null,false,false,0.364,0.214,44,"true"
"algorithmeParSoustraction",null,true,false,0.341,0.478,44,"true"
"algorithmeApproximationNaif",100,false,false,0.444,0.075,45,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.511,0.084,45,"true"
"algorithmeFilePriorite",null,false,true,0.200,0.229,45,"true"
"algorithmeParSoustraction",null,true,true,0.156,0.372,45,"true"
"algorithmeParSoustraction",null,false,false,0.156,0.288,45,"true"
"algorithmeParSoustraction",null,true,false,0.156,0.271,45,"true"
"algorithmeApproximationNaif",100,false,false,0.565,0.069,46,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.413,0.177,46,"true"
"algorithmeFilePriorite",null,false,true,0.413,0.152,46,"true"
"algorithmeParSoustraction",null,true,true,0.239,0.261,46,"true"
"algorithmeParSoustraction",null,false,false,0.239,0.253,46,"true"
"algorithmeParSoustraction",null,true,false,0.239,0.255,46,"true"
"algorithmeApproximationNaif",100,false,false,0.468,0.085,47,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.702,0.113,47,"true"
"algorithmeFilePriorite",null,false,true,0.489,0.133,47,"true"
"algorithmeParSoustraction",null,true,true,0.298,0.273,47,"true"
"algorithmeParSoustraction",null,false,false,0.298,0.184,47,"true"
"algorithmeParSoustraction",null,true,false,0.298,0.230,47,"true"
"algorithmeApproximationNaif",100,false,false,0.688,0.062,48,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.521,0.195,48,"true"
"algorithmeFilePriorite",null,false,true,0.229,0.187,48,"true"
"algorithmeParSoustraction",null,true,true,0.208,1.486,48,"true"
"algorithmeParSoustraction",null,false,false,0.208,0.458,48,"true"
"algorithmeParSoustraction",null,true,false,0.208,2.751,48,"true"
"algorithmeApproximationNaif",100,false,false,0.592,0.080,49,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.571,0.148,49,"true"
"algorithmeFilePriorite",null,false,true,0.694,0.133,49,"true"
"algorithmeParSoustraction",null,true,true,0.286,0.234,49,"true"
"algorithmeParSoustraction",null,false,false,0.286,0.368,49,"true"
"algorithmeParSoustraction",null,true,false,0.286,0.760,49,"true"
"algorithmeApproximationNaif",100,false,false,0.540,0.075,50,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.540,0.203,50,"true"
"algorithmeFilePriorite",null,false,true,0.500,0.117,50,"true"
"algorithmeParSoustraction",null,true,true,0.320,0.390,50,"true"
"algorithmeParSoustraction",null,false,false,0.340,0.261,50,"true"
"algorithmeParSoustraction",null,true,false,0.320,0.429,50,"true"
"algorithmeApproximationNaif",100,false,false,0.510,0.079,51,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.549,0.125,51,"true"
"algorithmeFilePriorite",null,false,true,0.353,0.122,51,"true"
"algorithmeParSoustraction",null,true,true,0.294,0.292,51,"true"
"algorithmeParSoustraction",null,false,false,0.314,0.270,51,"true"
"algorithmeParSoustraction",null,true,false,0.314,0.235,51,"true"
"algorithmeApproximationNaif",100,false,false,0.577,0.073,52,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.577,0.202,52,"true"
"algorithmeFilePriorite",null,false,true,0.558,0.197,52,"true"
"algorithmeParSoustraction",null,true,true,0.212,0.210,52,"true"
"algorithmeParSoustraction",null,false,false,0.231,1.243,52,"true"
"algorithmeParSoustraction",null,true,false,0.231,1.116,52,"true"
"algorithmeApproximationNaif",100,false,false,0.566,0.098,53,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.566,0.146,53,"true"
"algorithmeFilePriorite",null,false,true,0.321,0.101,53,"true"
"algorithmeParSoustraction",null,true,true,0.264,0.236,53,"true"
"algorithmeParSoustraction",null,false,false,0.302,0.257,53,"true"
"algorithmeParSoustraction",null,true,false,0.302,0.247,53,"true"
"algorithmeApproximationNaif",100,false,false,0.537,0.039,54,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.519,0.070,54,"true"
"algorithmeFilePriorite",null,false,true,0.352,0.085,54,"true"
"algorithmeParSoustraction",null,true,true,0.241,0.136,54,"true"
"algorithmeParSoustraction",null,false,false,0.296,0.186,54,"true"
"algorithmeParSoustraction",null,true,false,0.259,1.100,54,"true"
"algorithmeApproximationNaif",100,false,false,0.564,0.052,55,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.527,0.092,55,"true"
"algorithmeFilePriorite",null,false,true,0.291,0.094,55,"true"
"algorithmeParSoustraction",null,true,true,0.218,0.153,55,"true"
"algorithmeParSoustraction",null,false,false,0.236,0.169,55,"true"
"algorithmeParSoustraction",null,true,false,0.236,0.200,55,"true"
"algorithmeApproximationNaif",100,false,false,0.571,0.044,56,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.589,0.089,56,"true"
"algorithmeFilePriorite",null,false,true,0.571,0.153,56,"true"
"algorithmeParSoustraction",null,true,true,0.232,0.330,56,"true"
"algorithmeParSoustraction",null,false,false,0.250,0.712,56,"true"
"algorithmeParSoustraction",null,true,false,0.250,0.964,56,"true"
"algorithmeApproximationNaif",100,false,false,0.596,0.099,57,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.596,0.154,57,"true"
"algorithmeFilePriorite",null,false,true,0.351,0.191,57,"true"
"algorithmeParSoustraction",null,true,true,0.263,0.305,57,"true"
"algorithmeParSoustraction",null,false,false,0.263,0.432,57,"true"
"algorithmeParSoustraction",null,true,false,0.263,0.661,57,"true"
"algorithmeApproximationNaif",100,false,false,0.552,0.032,58,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.655,0.134,58,"true"
"algorithmeFilePriorite",null,false,true,0.379,0.121,58,"true"
"algorithmeParSoustraction",null,true,true,0.172,0.494,58,"true"
"algorithmeParSoustraction",null,false,false,0.172,0.996,58,"true"
"algorithmeParSoustraction",null,true,false,0.172,1.395,58,"true"
"algorithmeApproximationNaif",100,false,false,0.610,0.047,59,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.559,0.161,59,"true"
"algorithmeFilePriorite",null,false,true,0.271,0.085,59,"true"
"algorithmeParSoustraction",null,true,true,0.288,0.173,59,"true"
"algorithmeParSoustraction",null,false,false,0.220,0.407,59,"true"
"algorithmeParSoustraction",null,true,false,0.220,0.347,59,"true"
"algorithmeApproximationNaif",100,false,false,0.700,0.058,60,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.550,0.270,60,"true"
"algorithmeFilePriorite",null,false,true,0.617,0.075,60,"true"
"algorithmeParSoustraction",null,true,true,0.300,0.250,60,"true"
"algorithmeParSoustraction",null,false,false,0.300,0.249,60,"true"
"algorithmeParSoustraction",null,true,false,0.300,0.444,60,"true"
"algorithmeApproximationNaif",100,false,false,0.623,0.047,61,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.541,0.176,61,"true"
"algorithmeFilePriorite",null,false,true,0.574,0.061,61,"true"
"algorithmeParSoustraction",null,true,true,0.328,0.153,61,"true"
"algorithmeParSoustraction",null,false,false,0.328,0.195,61,"true"
"algorithmeParSoustraction",null,true,false,0.328,0.193,61,"true"
"algorithmeApproximationNaif",100,false,false,0.613,0.042,62,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.548,0.169,62,"true"
"algorithmeFilePriorite",null,false,true,0.468,0.089,62,"true"
"algorithmeParSoustraction",null,true,true,0.258,0.159,62,"true"
"algorithmeParSoustraction",null,false,false,0.323,0.249,62,"true"
"algorithmeParSoustraction",null,true,false,0.323,0.238,62,"true"
"algorithmeApproximationNaif",100,false,false,0.587,0.049,63,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.571,0.075,63,"true"
"algorithmeFilePriorite",null,false,true,0.413,0.081,63,"true"
"algorithmeParSoustraction",null,true,true,0.302,0.151,63,"true"
"algorithmeParSoustraction",null,false,false,0.286,0.267,63,"true"
"algorithmeParSoustraction",null,true,false,0.286,0.274,63,"true"
"algorithmeApproximationNaif",100,false,false,0.563,0.042,64,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.563,0.078,64,"true"
"algorithmeFilePriorite",null,false,true,0.344,0.065,64,"true"
"algorithmeParSoustraction",null,true,true,0.281,0.163,64,"true"
"algorithmeParSoustraction",null,false,false,0.297,0.256,64,"true"
"algorithmeParSoustraction",null,true,false,0.297,0.252,64,"true"
"algorithmeApproximationNaif",100,false,false,0.646,0.045,65,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.508,0.111,65,"true"
"algorithmeFilePriorite",null,false,true,0.354,0.090,65,"true"
"algorithmeParSoustraction",null,true,true,0.231,0.183,65,"true"
"algorithmeParSoustraction",null,false,false,0.262,0.297,65,"true"
"algorithmeParSoustraction",null,true,false,0.262,0.311,65,"true"
"algorithmeApproximationNaif",100,false,false,0.530,0.055,66,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.515,0.156,66,"true"
"algorithmeFilePriorite",null,false,true,0.530,0.120,66,"true"
"algorithmeParSoustraction",null,true,true,0.242,0.202,66,"true"
"algorithmeParSoustraction",null,false,false,0.227,0.208,66,"true"
"algorithmeParSoustraction",null,true,false,0.227,0.288,66,"true"
"algorithmeApproximationNaif",100,false,false,0.567,0.049,67,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.567,0.120,67,"true"
"algorithmeFilePriorite",null,false,true,0.507,0.104,67,"true"
"algorithmeParSoustraction",null,true,true,0.254,0.167,67,"true"
"algorithmeParSoustraction",null,false,false,0.254,0.406,67,"true"
"algorithmeParSoustraction",null,true,false,0.254,0.708,67,"true"
"algorithmeApproximationNaif",100,false,false,0.529,0.066,68,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.588,0.078,68,"true"
"algorithmeFilePriorite",null,false,true,0.529,0.089,68,"true"
"algorithmeParSoustraction",null,true,true,0.294,0.221,68,"true"
